k,re_fixed,im_fixed
2540, -6037,-15231
2541, -6049,-15227
2542, -6060,-15222
2543, -6072,-15217
2544, -6084,-15213
2545, -6095,-15208
2546, -6107,-15203
2547, -6119,-15199
2548, -6130,-15194
2549, -6142,-15189
2550, -6154,-15184
2551, -6165,-15180
2552, -6177,-15175
2553, -6189,-15170
2554, -6200,-15166
2555, -6212,-15161
2556, -6223,-15156
2557, -6235,-15151
2558, -6247,-15146
2559, -6258,-15142
2560, -6270,-15137
2561, -6281,-15132
2562, -6293,-15127
2563, -6305,-15122
2564, -6316,-15118
2565, -6328,-15113
2566, -6339,-15108
2567, -6351,-15103
2568, -6363,-15098
2569, -6374,-15093
2570, -6386,-15088
2571, -6397,-15083
2572, -6409,-15078
2573, -6420,-15074
2574, -6432,-15069
2575, -6444,-15064
2576, -6455,-15059
2577, -6467,-15054
2578, -6478,-15049
2579, -6490,-15044
2580, -6501,-15039
2581, -6513,-15034
2582, -6524,-15029
2583, -6536,-15024
2584, -6547,-15019
2585, -6559,-15014
2586, -6570,-15009
2587, -6582,-15004
2588, -6593,-14999
2589, -6605,-14994
2590, -6616,-14989
2591, -6628,-14984
2592, -6639,-14978
2593, -6651,-14973
2594, -6662,-14968
2595, -6674,-14963
2596, -6685,-14958
2597, -6697,-14953
2598, -6708,-14948
2599, -6720,-14943
2600, -6731,-14937
2601, -6743,-14932
2602, -6754,-14927
2603, -6766,-14922
2604, -6777,-14917
2605, -6788,-14911
2606, -6800,-14906
2607, -6811,-14901
2608, -6823,-14896
2609, -6834,-14891
2610, -6846,-14885
2611, -6857,-14880
2612, -6868,-14875
2613, -6880,-14870
2614, -6891,-14864
2615, -6903,-14859
2616, -6914,-14854
2617, -6925,-14848
2618, -6937,-14843
2619, -6948,-14838
2620, -6960,-14832
2621, -6971,-14827
2622, -6982,-14822
2623, -6994,-14816
2624, -7005,-14811
2625, -7016,-14806
2626, -7028,-14800
2627, -7039,-14795
2628, -7050,-14789
2629, -7062,-14784
2630, -7073,-14779
2631, -7084,-14773
2632, -7096,-14768
2633, -7107,-14762
2634, -7118,-14757
2635, -7130,-14751
2636, -7141,-14746
2637, -7152,-14740
2638, -7164,-14735
2639, -7175,-14729
2640, -7186,-14724
2641, -7198,-14718
2642, -7209,-14713
2643, -7220,-14707
2644, -7231,-14702
2645, -7243,-14696
2646, -7254,-14691
2647, -7265,-14685
2648, -7276,-14680
2649, -7288,-14674
2650, -7299,-14668
2651, -7310,-14663
2652, -7321,-14657
2653, -7333,-14651
2654, -7344,-14646
2655, -7355,-14640
2656, -7366,-14635
2657, -7378,-14629
2658, -7389,-14623
2659, -7400,-14618
2660, -7411,-14612
2661, -7423,-14606
2662, -7434,-14601
2663, -7445,-14595
2664, -7456,-14589
2665, -7467,-14583
2666, -7478,-14578
2667, -7490,-14572
2668, -7501,-14566
2669, -7512,-14560
2670, -7523,-14555
2671, -7534,-14549
2672, -7545,-14543
2673, -7557,-14537
2674, -7568,-14531
2675, -7579,-14526
2676, -7590,-14520
2677, -7601,-14514
2678, -7612,-14508
2679, -7623,-14502
2680, -7635,-14497
2681, -7646,-14491
2682, -7657,-14485
2683, -7668,-14479
2684, -7679,-14473
2685, -7690,-14467
2686, -7701,-14461
2687, -7712,-14455
2688, -7723,-14449
2689, -7734,-14443
2690, -7746,-14438
2691, -7757,-14432
2692, -7768,-14426
2693, -7779,-14420
2694, -7790,-14414
2695, -7801,-14408
2696, -7812,-14402
2697, -7823,-14396
2698, -7834,-14390
2699, -7845,-14384
2700, -7856,-14378
2701, -7867,-14372
2702, -7878,-14366
2703, -7889,-14360
2704, -7900,-14354
2705, -7911,-14347
2706, -7922,-14341
2707, -7933,-14335
2708, -7944,-14329
2709, -7955,-14323
2710, -7966,-14317
2711, -7977,-14311
2712, -7988,-14305
2713, -7999,-14299
2714, -8010,-14293
2715, -8021,-14286
2716, -8032,-14280
2717, -8043,-14274
2718, -8054,-14268
2719, -8065,-14262
2720, -8076,-14256
2721, -8087,-14249
2722, -8098,-14243
2723, -8108,-14237
2724, -8119,-14231
2725, -8130,-14224
2726, -8141,-14218
2727, -8152,-14212
2728, -8163,-14206
2729, -8174,-14199
2730, -8185,-14193
2731, -8196,-14187
2732, -8207,-14181
2733, -8217,-14174
2734, -8228,-14168
2735, -8239,-14162
2736, -8250,-14155
2737, -8261,-14149
2738, -8272,-14143
2739, -8283,-14136
2740, -8293,-14130
2741, -8304,-14124
2742, -8315,-14117
2743, -8326,-14111
2744, -8337,-14104
2745, -8347,-14098
2746, -8358,-14092
2747, -8369,-14085
2748, -8380,-14079
2749, -8391,-14072
2750, -8401,-14066
2751, -8412,-14059
2752, -8423,-14053
2753, -8434,-14047
2754, -8445,-14040
2755, -8455,-14034
2756, -8466,-14027
2757, -8477,-14021
2758, -8488,-14014
2759, -8498,-14008
2760, -8509,-14001
2761, -8520,-13995
2762, -8531,-13988
2763, -8541,-13981
2764, -8552,-13975
2765, -8563,-13968
2766, -8573,-13962
2767, -8584,-13955
2768, -8595,-13949
2769, -8606,-13942
2770, -8616,-13935
2771, -8627,-13929
2772, -8638,-13922
2773, -8648,-13916
2774, -8659,-13909
2775, -8670,-13902
2776, -8680,-13896
2777, -8691,-13889
2778, -8702,-13882
2779, -8712,-13876
2780, -8723,-13869
2781, -8734,-13862
2782, -8744,-13856
2783, -8755,-13849
2784, -8765,-13842
2785, -8776,-13835
2786, -8787,-13829
2787, -8797,-13822
2788, -8808,-13815
2789, -8818,-13808
2790, -8829,-13802
2791, -8840,-13795
2792, -8850,-13788
2793, -8861,-13781
2794, -8871,-13774
2795, -8882,-13768
2796, -8892,-13761
2797, -8903,-13754
2798, -8914,-13747
2799, -8924,-13740
2800, -8935,-13733
2801, -8945,-13727
2802, -8956,-13720
2803, -8966,-13713
2804, -8977,-13706
2805, -8987,-13699
2806, -8998,-13692
2807, -9008,-13685
2808, -9019,-13678
2809, -9029,-13671
2810, -9040,-13665
2811, -9050,-13658
2812, -9061,-13651
2813, -9071,-13644
2814, -9082,-13637
2815, -9092,-13630
2816, -9102,-13623
2817, -9113,-13616
2818, -9123,-13609
2819, -9134,-13602
2820, -9144,-13595
2821, -9155,-13588
2822, -9165,-13581
2823, -9175,-13574
2824, -9186,-13567
2825, -9196,-13560
2826, -9207,-13553
2827, -9217,-13546
2828, -9227,-13538
2829, -9238,-13531
2830, -9248,-13524
2831, -9259,-13517
2832, -9269,-13510
2833, -9279,-13503
2834, -9290,-13496
2835, -9300,-13489
2836, -9310,-13482
2837, -9321,-13474
2838, -9331,-13467
2839, -9341,-13460
2840, -9352,-13453
2841, -9362,-13446
2842, -9372,-13439
2843, -9383,-13431
2844, -9393,-13424
2845, -9403,-13417
2846, -9413,-13410
2847, -9424,-13403
2848, -9434,-13395
2849, -9444,-13388
2850, -9455,-13381
2851, -9465,-13374
2852, -9475,-13366
2853, -9485,-13359
2854, -9496,-13352
2855, -9506,-13344
2856, -9516,-13337
2857, -9526,-13330
2858, -9537,-13323
2859, -9547,-13315
2860, -9557,-13308
2861, -9567,-13301
2862, -9577,-13293
2863, -9588,-13286
2864, -9598,-13279
2865, -9608,-13271
2866, -9618,-13264
2867, -9628,-13256
2868, -9638,-13249
2869, -9649,-13242
2870, -9659,-13234
2871, -9669,-13227
2872, -9679,-13219
2873, -9689,-13212
2874, -9699,-13205
2875, -9709,-13197
2876, -9720,-13190
2877, -9730,-13182
2878, -9740,-13175
2879, -9750,-13167
2880, -9760,-13160
2881, -9770,-13152
2882, -9780,-13145
2883, -9790,-13137
2884, -9800,-13130
2885, -9810,-13122
2886, -9820,-13115
2887, -9830,-13107
2888, -9841,-13100
2889, -9851,-13092
2890, -9861,-13085
2891, -9871,-13077
2892, -9881,-13069
2893, -9891,-13062
2894, -9901,-13054
2895, -9911,-13047
2896, -9921,-13039
2897, -9931,-13031
2898, -9941,-13024
2899, -9951,-13016
2900, -9961,-13008
2901, -9971,-13001
2902, -9981,-12993
2903, -9991,-12986
2904,-10001,-12978
2905,-10010,-12970
2906,-10020,-12963
2907,-10030,-12955
2908,-10040,-12947
2909,-10050,-12939
2910,-10060,-12932
2911,-10070,-12924
2912,-10080,-12916
2913,-10090,-12909
2914,-10100,-12901
2915,-10110,-12893
2916,-10120,-12885
2917,-10129,-12878
2918,-10139,-12870
2919,-10149,-12862
2920,-10159,-12854
2921,-10169,-12846
2922,-10179,-12839
2923,-10189,-12831
2924,-10198,-12823
2925,-10208,-12815
2926,-10218,-12807
2927,-10228,-12799
2928,-10238,-12792
2929,-10248,-12784
2930,-10257,-12776
2931,-10267,-12768
2932,-10277,-12760
2933,-10287,-12752
2934,-10296,-12744
2935,-10306,-12736
2936,-10316,-12729
2937,-10326,-12721
2938,-10336,-12713
2939,-10345,-12705
2940,-10355,-12697
2941,-10365,-12689
2942,-10374,-12681
2943,-10384,-12673
2944,-10394,-12665
2945,-10404,-12657
2946,-10413,-12649
2947,-10423,-12641
2948,-10433,-12633
2949,-10442,-12625
2950,-10452,-12617
2951,-10462,-12609
2952,-10471,-12601
2953,-10481,-12593
2954,-10491,-12585
2955,-10500,-12577
2956,-10510,-12569
2957,-10520,-12561
2958,-10529,-12553
2959,-10539,-12545
2960,-10549,-12537
2961,-10558,-12528
2962,-10568,-12520
2963,-10577,-12512
2964,-10587,-12504
2965,-10597,-12496
2966,-10606,-12488
2967,-10616,-12480
2968,-10625,-12472
2969,-10635,-12463
2970,-10644,-12455
2971,-10654,-12447
2972,-10663,-12439
2973,-10673,-12431
2974,-10683,-12423
2975,-10692,-12414
2976,-10702,-12406
2977,-10711,-12398
2978,-10721,-12390
2979,-10730,-12381
2980,-10740,-12373
2981,-10749,-12365
2982,-10759,-12357
2983,-10768,-12348
2984,-10778,-12340
2985,-10787,-12332
2986,-10796,-12324
2987,-10806,-12315
2988,-10815,-12307
2989,-10825,-12299
2990,-10834,-12290
2991,-10844,-12282
2992,-10853,-12274
2993,-10862,-12266
2994,-10872,-12257
2995,-10881,-12249
2996,-10891,-12240
2997,-10900,-12232
2998,-10909,-12224
2999,-10919,-12215
3000,-10928,-12207
3001,-10937,-12199
3002,-10947,-12190
3003,-10956,-12182
3004,-10966,-12173
3005,-10975,-12165
3006,-10984,-12157
3007,-10994,-12148
3008,-11003,-12140
3009,-11012,-12131
3010,-11021,-12123
3011,-11031,-12114
3012,-11040,-12106
3013,-11049,-12097
3014,-11059,-12089
3015,-11068,-12080
3016,-11077,-12072
3017,-11086,-12064
3018,-11096,-12055
3019,-11105,-12046
3020,-11114,-12038
3021,-11123,-12029
3022,-11133,-12021
3023,-11142,-12012
3024,-11151,-12004
3025,-11160,-11995
3026,-11169,-11987
3027,-11179,-11978
3028,-11188,-11970
3029,-11197,-11961
3030,-11206,-11952
3031,-11215,-11944
3032,-11224,-11935
3033,-11234,-11927
3034,-11243,-11918
3035,-11252,-11909
3036,-11261,-11901
3037,-11270,-11892
3038,-11279,-11883
3039,-11288,-11875
3040,-11297,-11866
3041,-11307,-11857
3042,-11316,-11849
3043,-11325,-11840
3044,-11334,-11831
3045,-11343,-11823
3046,-11352,-11814
3047,-11361,-11805
3048,-11370,-11797
3049,-11379,-11788
3050,-11388,-11779
3051,-11397,-11770
3052,-11406,-11762
3053,-11415,-11753
3054,-11424,-11744
3055,-11433,-11735
3056,-11442,-11727
3057,-11451,-11718
3058,-11460,-11709
3059,-11469,-11700
3060,-11478,-11691
3061,-11487,-11683
3062,-11496,-11674
3063,-11505,-11665
3064,-11514,-11656
3065,-11523,-11647
3066,-11532,-11638
3067,-11541,-11630
3068,-11550,-11621
3069,-11559,-11612
3070,-11567,-11603
3071,-11576,-11594
3072,-11585,-11585
3073,-11594,-11576
3074,-11603,-11567
3075,-11612,-11559
3076,-11621,-11550
3077,-11630,-11541
3078,-11638,-11532
3079,-11647,-11523
3080,-11656,-11514
3081,-11665,-11505
3082,-11674,-11496
3083,-11683,-11487
3084,-11691,-11478
3085,-11700,-11469
3086,-11709,-11460
3087,-11718,-11451
3088,-11727,-11442
3089,-11735,-11433
3090,-11744,-11424
3091,-11753,-11415
3092,-11762,-11406
3093,-11770,-11397
3094,-11779,-11388
3095,-11788,-11379
3096,-11797,-11370
3097,-11805,-11361
3098,-11814,-11352
3099,-11823,-11343
3100,-11831,-11334
3101,-11840,-11325
3102,-11849,-11316
3103,-11857,-11307
3104,-11866,-11297
3105,-11875,-11288
3106,-11883,-11279
3107,-11892,-11270
3108,-11901,-11261
3109,-11909,-11252
3110,-11918,-11243
3111,-11927,-11234
3112,-11935,-11224
3113,-11944,-11215
3114,-11952,-11206
3115,-11961,-11197
3116,-11970,-11188
3117,-11978,-11179
3118,-11987,-11169
3119,-11995,-11160
3120,-12004,-11151
3121,-12012,-11142
3122,-12021,-11133
3123,-12029,-11123
3124,-12038,-11114
3125,-12046,-11105
3126,-12055,-11096
3127,-12064,-11086
3128,-12072,-11077
3129,-12080,-11068
3130,-12089,-11059
3131,-12097,-11049
3132,-12106,-11040
3133,-12114,-11031
3134,-12123,-11021
3135,-12131,-11012
3136,-12140,-11003
3137,-12148,-10994
3138,-12157,-10984
3139,-12165,-10975
3140,-12173,-10966
3141,-12182,-10956
3142,-12190,-10947
3143,-12199,-10937
3144,-12207,-10928
3145,-12215,-10919
3146,-12224,-10909
3147,-12232,-10900
3148,-12240,-10891
3149,-12249,-10881
3150,-12257,-10872
3151,-12266,-10862
3152,-12274,-10853
3153,-12282,-10844
3154,-12290,-10834
3155,-12299,-10825
3156,-12307,-10815
3157,-12315,-10806
3158,-12324,-10796
3159,-12332,-10787
3160,-12340,-10778
3161,-12348,-10768
3162,-12357,-10759
3163,-12365,-10749
3164,-12373,-10740
3165,-12381,-10730
3166,-12390,-10721
3167,-12398,-10711
3168,-12406,-10702
3169,-12414,-10692
3170,-12423,-10683
3171,-12431,-10673
3172,-12439,-10663
3173,-12447,-10654
3174,-12455,-10644
3175,-12463,-10635
3176,-12472,-10625
3177,-12480,-10616
3178,-12488,-10606
3179,-12496,-10597
3180,-12504,-10587
3181,-12512,-10577
3182,-12520,-10568
3183,-12528,-10558
3184,-12537,-10549
3185,-12545,-10539
3186,-12553,-10529
3187,-12561,-10520
3188,-12569,-10510
3189,-12577,-10500
3190,-12585,-10491
3191,-12593,-10481
3192,-12601,-10471
3193,-12609,-10462
3194,-12617,-10452
3195,-12625,-10442
3196,-12633,-10433
3197,-12641,-10423
3198,-12649,-10413
3199,-12657,-10404
3200,-12665,-10394
3201,-12673,-10384
3202,-12681,-10374
3203,-12689,-10365
3204,-12697,-10355
3205,-12705,-10345
3206,-12713,-10336
3207,-12721,-10326
3208,-12729,-10316
3209,-12736,-10306
3210,-12744,-10296
3211,-12752,-10287
3212,-12760,-10277
3213,-12768,-10267
3214,-12776,-10257
3215,-12784,-10248
3216,-12792,-10238
3217,-12799,-10228
3218,-12807,-10218
3219,-12815,-10208
3220,-12823,-10198
3221,-12831,-10189
3222,-12839,-10179
3223,-12846,-10169
3224,-12854,-10159
3225,-12862,-10149
3226,-12870,-10139
3227,-12878,-10129
3228,-12885,-10120
3229,-12893,-10110
3230,-12901,-10100
3231,-12909,-10090
3232,-12916,-10080
3233,-12924,-10070
3234,-12932,-10060
3235,-12939,-10050
3236,-12947,-10040
3237,-12955,-10030
3238,-12963,-10020
3239,-12970,-10010
3240,-12978,-10001
3241,-12986, -9991
3242,-12993, -9981
3243,-13001, -9971
3244,-13008, -9961
3245,-13016, -9951
3246,-13024, -9941
3247,-13031, -9931
3248,-13039, -9921
3249,-13047, -9911
3250,-13054, -9901
3251,-13062, -9891
3252,-13069, -9881
3253,-13077, -9871
3254,-13085, -9861
3255,-13092, -9851
3256,-13100, -9841
3257,-13107, -9830
3258,-13115, -9820
3259,-13122, -9810
3260,-13130, -9800
3261,-13137, -9790
3262,-13145, -9780
3263,-13152, -9770
3264,-13160, -9760
3265,-13167, -9750
3266,-13175, -9740
3267,-13182, -9730
3268,-13190, -9720
3269,-13197, -9709
3270,-13205, -9699
3271,-13212, -9689
3272,-13219, -9679
3273,-13227, -9669
3274,-13234, -9659
3275,-13242, -9649
3276,-13249, -9638
3277,-13256, -9628
3278,-13264, -9618
3279,-13271, -9608
3280,-13279, -9598
3281,-13286, -9588
3282,-13293, -9577
3283,-13301, -9567
3284,-13308, -9557
3285,-13315, -9547
3286,-13323, -9537
3287,-13330, -9526
3288,-13337, -9516
3289,-13344, -9506
3290,-13352, -9496
3291,-13359, -9485
3292,-13366, -9475
3293,-13374, -9465
3294,-13381, -9455
3295,-13388, -9444
3296,-13395, -9434
3297,-13403, -9424
3298,-13410, -9413
3299,-13417, -9403
3300,-13424, -9393
3301,-13431, -9383
3302,-13439, -9372
3303,-13446, -9362
3304,-13453, -9352
3305,-13460, -9341
3306,-13467, -9331
3307,-13474, -9321
3308,-13482, -9310
3309,-13489, -9300
3310,-13496, -9290
3311,-13503, -9279
3312,-13510, -9269
3313,-13517, -9259
3314,-13524, -9248
3315,-13531, -9238
3316,-13538, -9227
3317,-13546, -9217
3318,-13553, -9207
3319,-13560, -9196
3320,-13567, -9186
3321,-13574, -9175
3322,-13581, -9165
3323,-13588, -9155
3324,-13595, -9144
3325,-13602, -9134
3326,-13609, -9123
3327,-13616, -9113
3328,-13623, -9102
3329,-13630, -9092
3330,-13637, -9082
3331,-13644, -9071
3332,-13651, -9061
3333,-13658, -9050
3334,-13665, -9040
3335,-13671, -9029
3336,-13678, -9019
3337,-13685, -9008
3338,-13692, -8998
3339,-13699, -8987
3340,-13706, -8977
3341,-13713, -8966
3342,-13720, -8956
3343,-13727, -8945
3344,-13733, -8935
3345,-13740, -8924
3346,-13747, -8914
3347,-13754, -8903
3348,-13761, -8892
3349,-13768, -8882
3350,-13774, -8871
3351,-13781, -8861
3352,-13788, -8850
3353,-13795, -8840
3354,-13802, -8829
3355,-13808, -8818
3356,-13815, -8808
3357,-13822, -8797
3358,-13829, -8787
3359,-13835, -8776
3360,-13842, -8765
3361,-13849, -8755
3362,-13856, -8744
3363,-13862, -8734
3364,-13869, -8723
3365,-13876, -8712
3366,-13882, -8702
3367,-13889, -8691
3368,-13896, -8680
3369,-13902, -8670
3370,-13909, -8659
3371,-13916, -8648
3372,-13922, -8638
3373,-13929, -8627
3374,-13935, -8616
3375,-13942, -8606
3376,-13949, -8595
3377,-13955, -8584
3378,-13962, -8573
3379,-13968, -8563
3380,-13975, -8552
3381,-13981, -8541
3382,-13988, -8531
3383,-13995, -8520
3384,-14001, -8509
3385,-14008, -8498
3386,-14014, -8488
3387,-14021, -8477
3388,-14027, -8466
3389,-14034, -8455
3390,-14040, -8445
3391,-14047, -8434
3392,-14053, -8423
3393,-14059, -8412
3394,-14066, -8401
3395,-14072, -8391
3396,-14079, -8380
3397,-14085, -8369
3398,-14092, -8358
3399,-14098, -8347
3400,-14104, -8337
3401,-14111, -8326
3402,-14117, -8315
3403,-14124, -8304
3404,-14130, -8293
3405,-14136, -8283
3406,-14143, -8272
3407,-14149, -8261
3408,-14155, -8250
3409,-14162, -8239
3410,-14168, -8228
3411,-14174, -8217
3412,-14181, -8207
3413,-14187, -8196
3414,-14193, -8185
3415,-14199, -8174
3416,-14206, -8163
3417,-14212, -8152
3418,-14218, -8141
3419,-14224, -8130
3420,-14231, -8119
3421,-14237, -8108
3422,-14243, -8098
3423,-14249, -8087
3424,-14256, -8076
3425,-14262, -8065
3426,-14268, -8054
3427,-14274, -8043
3428,-14280, -8032
3429,-14286, -8021
3430,-14293, -8010
3431,-14299, -7999
3432,-14305, -7988
3433,-14311, -7977
3434,-14317, -7966
3435,-14323, -7955
3436,-14329, -7944
3437,-14335, -7933
3438,-14341, -7922
3439,-14347, -7911
3440,-14354, -7900
3441,-14360, -7889
3442,-14366, -7878
3443,-14372, -7867
3444,-14378, -7856
3445,-14384, -7845
3446,-14390, -7834
3447,-14396, -7823
3448,-14402, -7812
3449,-14408, -7801
3450,-14414, -7790
3451,-14420, -7779
3452,-14426, -7768
3453,-14432, -7757
3454,-14438, -7746
3455,-14443, -7734
3456,-14449, -7723
3457,-14455, -7712
3458,-14461, -7701
3459,-14467, -7690
3460,-14473, -7679
3461,-14479, -7668
3462,-14485, -7657
3463,-14491, -7646
3464,-14497, -7635
3465,-14502, -7623
3466,-14508, -7612
3467,-14514, -7601
3468,-14520, -7590
3469,-14526, -7579
3470,-14531, -7568
3471,-14537, -7557
3472,-14543, -7545
3473,-14549, -7534
3474,-14555, -7523
3475,-14560, -7512
3476,-14566, -7501
3477,-14572, -7490
3478,-14578, -7478
3479,-14583, -7467
3480,-14589, -7456
3481,-14595, -7445
3482,-14601, -7434
3483,-14606, -7423
3484,-14612, -7411
3485,-14618, -7400
3486,-14623, -7389
3487,-14629, -7378
3488,-14635, -7366
3489,-14640, -7355
3490,-14646, -7344
3491,-14651, -7333
3492,-14657, -7321
3493,-14663, -7310
3494,-14668, -7299
3495,-14674, -7288
3496,-14680, -7276
3497,-14685, -7265
3498,-14691, -7254
3499,-14696, -7243
3500,-14702, -7231
3501,-14707, -7220
3502,-14713, -7209
3503,-14718, -7198
3504,-14724, -7186
3505,-14729, -7175
3506,-14735, -7164
3507,-14740, -7152
3508,-14746, -7141
3509,-14751, -7130
3510,-14757, -7118
3511,-14762, -7107
3512,-14768, -7096
3513,-14773, -7084
3514,-14779, -7073
3515,-14784, -7062
3516,-14789, -7050
3517,-14795, -7039
3518,-14800, -7028
3519,-14806, -7016
3520,-14811, -7005
3521,-14816, -6994
3522,-14822, -6982
3523,-14827, -6971
3524,-14832, -6960
3525,-14838, -6948
3526,-14843, -6937
3527,-14848, -6925
3528,-14854, -6914
3529,-14859, -6903
3530,-14864, -6891
3531,-14870, -6880
3532,-14875, -6868
3533,-14880, -6857
3534,-14885, -6846
3535,-14891, -6834
3536,-14896, -6823
3537,-14901, -6811
3538,-14906, -6800
3539,-14911, -6788
3540,-14917, -6777
3541,-14922, -6766
3542,-14927, -6754
3543,-14932, -6743
3544,-14937, -6731
3545,-14943, -6720
3546,-14948, -6708
3547,-14953, -6697
3548,-14958, -6685
3549,-14963, -6674
3550,-14968, -6662
3551,-14973, -6651
3552,-14978, -6639
3553,-14984, -6628
3554,-14989, -6616
3555,-14994, -6605
3556,-14999, -6593
3557,-15004, -6582
3558,-15009, -6570
3559,-15014, -6559
3560,-15019, -6547
3561,-15024, -6536
3562,-15029, -6524
3563,-15034, -6513
3564,-15039, -6501
3565,-15044, -6490
3566,-15049, -6478
3567,-15054, -6467
3568,-15059, -6455
3569,-15064, -6444
3570,-15069, -6432
3571,-15074, -6420
3572,-15078, -6409
3573,-15083, -6397
3574,-15088, -6386
3575,-15093, -6374
3576,-15098, -6363
3577,-15103, -6351
3578,-15108, -6339
3579,-15113, -6328
3580,-15118, -6316
3581,-15122, -6305
3582,-15127, -6293
3583,-15132, -6281
3584,-15137, -6270
3585,-15142, -6258
3586,-15146, -6247
3587,-15151, -6235
3588,-15156, -6223
3589,-15161, -6212
3590,-15166, -6200
3591,-15170, -6189
3592,-15175, -6177
3593,-15180, -6165
3594,-15184, -6154
3595,-15189, -6142
3596,-15194, -6130
3597,-15199, -6119
3598,-15203, -6107
3599,-15208, -6095
3600,-15213, -6084
3601,-15217, -6072
3602,-15222, -6060
3603,-15227, -6049
3604,-15231, -6037
3605,-15236, -6025
3606,-15240, -6014
3607,-15245, -6002
3608,-15250, -5990
3609,-15254, -5979
3610,-15259, -5967
3611,-15263, -5955
3612,-15268, -5943
3613,-15273, -5932
3614,-15277, -5920
3615,-15282, -5908
3616,-15286, -5897
3617,-15291, -5885
3618,-15295, -5873
3619,-15300, -5861
3620,-15304, -5850
3621,-15309, -5838
3622,-15313, -5826
3623,-15318, -5814
3624,-15322, -5803
3625,-15326, -5791
3626,-15331, -5779
3627,-15335, -5767
3628,-15340, -5756
3629,-15344, -5744
3630,-15349, -5732
3631,-15353, -5720
3632,-15357, -5708
3633,-15362, -5697
3634,-15366, -5685
3635,-15370, -5673
3636,-15375, -5661
3637,-15379, -5650
3638,-15383, -5638
3639,-15388, -5626
3640,-15392, -5614
3641,-15396, -5602
3642,-15401, -5591
3643,-15405, -5579
3644,-15409, -5567
3645,-15414, -5555
3646,-15418, -5543
3647,-15422, -5531
3648,-15426, -5520
3649,-15430, -5508
3650,-15435, -5496
3651,-15439, -5484
3652,-15443, -5472
3653,-15447, -5460
3654,-15451, -5449
3655,-15456, -5437
3656,-15460, -5425
3657,-15464, -5413
3658,-15468, -5401
3659,-15472, -5389
3660,-15476, -5377
3661,-15481, -5366
3662,-15485, -5354
3663,-15489, -5342
3664,-15493, -5330
3665,-15497, -5318
3666,-15501, -5306
3667,-15505, -5294
3668,-15509, -5282
3669,-15513, -5270
3670,-15517, -5259
3671,-15521, -5247
3672,-15525, -5235
3673,-15529, -5223
3674,-15533, -5211
3675,-15537, -5199
3676,-15541, -5187
3677,-15545, -5175
3678,-15549, -5163
3679,-15553, -5151
3680,-15557, -5139
3681,-15561, -5127
3682,-15565, -5115
3683,-15569, -5104
3684,-15573, -5092
3685,-15577, -5080
3686,-15581, -5068
3687,-15584, -5056
3688,-15588, -5044
3689,-15592, -5032
3690,-15596, -5020
3691,-15600, -5008
3692,-15604, -4996
3693,-15608, -4984
3694,-15611, -4972
3695,-15615, -4960
3696,-15619, -4948
3697,-15623, -4936
3698,-15627, -4924
3699,-15630, -4912
3700,-15634, -4900
3701,-15638, -4888
3702,-15642, -4876
3703,-15645, -4864
3704,-15649, -4852
3705,-15653, -4840
3706,-15656, -4828
3707,-15660, -4816
3708,-15664, -4804
3709,-15668, -4792
3710,-15671, -4780
3711,-15675, -4768
3712,-15679, -4756
3713,-15682, -4744
3714,-15686, -4732
3715,-15689, -4720
3716,-15693, -4708
3717,-15697, -4696
3718,-15700, -4684
3719,-15704, -4672
3720,-15707, -4660
3721,-15711, -4648
3722,-15715, -4636
3723,-15718, -4624
3724,-15722, -4612
3725,-15725, -4599
3726,-15729, -4587
3727,-15732, -4575
3728,-15736, -4563
3729,-15739, -4551
3730,-15743, -4539
3731,-15746, -4527
3732,-15750, -4515
3733,-15753, -4503
3734,-15757, -4491
3735,-15760, -4479
3736,-15763, -4467
3737,-15767, -4455
3738,-15770, -4442
3739,-15774, -4430
3740,-15777, -4418
3741,-15780, -4406
3742,-15784, -4394
3743,-15787, -4382
3744,-15791, -4370
3745,-15794, -4358
3746,-15797, -4346
3747,-15801, -4333
3748,-15804, -4321
3749,-15807, -4309
3750,-15810, -4297
3751,-15814, -4285
3752,-15817, -4273
3753,-15820, -4261
3754,-15824, -4249
3755,-15827, -4236
3756,-15830, -4224
3757,-15833, -4212
3758,-15837, -4200
3759,-15840, -4188
3760,-15843, -4176
3761,-15846, -4164
3762,-15849, -4151
3763,-15853, -4139
3764,-15856, -4127
3765,-15859, -4115
3766,-15862, -4103
3767,-15865, -4091
3768,-15868, -4078
3769,-15871, -4066
3770,-15875, -4054
3771,-15878, -4042
3772,-15881, -4030
3773,-15884, -4018
3774,-15887, -4005
3775,-15890, -3993
3776,-15893, -3981
3777,-15896, -3969
3778,-15899, -3957
3779,-15902, -3944
3780,-15905, -3932
3781,-15908, -3920
3782,-15911, -3908
3783,-15914, -3896
3784,-15917, -3883
3785,-15920, -3871
3786,-15923, -3859
3787,-15926, -3847
3788,-15929, -3835
3789,-15932, -3822
3790,-15935, -3810
3791,-15938, -3798
3792,-15941, -3786
3793,-15944, -3773
3794,-15946, -3761
3795,-15949, -3749
3796,-15952, -3737
3797,-15955, -3724
3798,-15958, -3712
3799,-15961, -3700
3800,-15964, -3688
3801,-15966, -3676
3802,-15969, -3663
3803,-15972, -3651
3804,-15975, -3639
3805,-15978, -3627
3806,-15980, -3614
3807,-15983, -3602
3808,-15986, -3590
3809,-15989, -3577
3810,-15991, -3565
